Label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18
1,17,7698,81.11764706,427.6666667,4.506535948,0.944444444,0.944444444,1.415700418,16,271400,725.75,15077.77778,40.31944444,0.888888889,0.888888889,0.99707176,7,0.388888889
1,15,8678,178.6666667,542.375,11.16666667,0.9375,0.9375,0.445656517,12,284169,1148,17760.5625,71.75,0.75,0.75,0.998109012,5,0.3125
1,9,5122,95.88888889,512.2,9.588888889,0.9,0.9,0.742695309,8,166716,1006.75,16671.6,100.675,0.8,0.8,0.510284004,2,0.2
1,10,6412,176.8,582.9090909,16.07272727,0.909090909,0.909090909,1.145865709,9,213611,1709.111111,19419.18182,155.3737374,0.818181818,0.818181818,0.84101379,4,0.363636364
1,13,5740,86.76923077,410,6.197802198,0.928571429,0.928571429,1.049166374,12,197103,844.6666667,14078.78571,60.33333333,0.857142857,0.857142857,0.835696842,5,0.357142857
1,11,7529,249.0909091,627.4166667,20.75757576,0.916666667,0.916666667,-0.468151949,8,201421,881.5,16785.08333,73.45833333,0.666666667,0.666666667,0.454817992,3,0.25
1,6,3603,218.1666667,514.7142857,31.16666667,0.857142857,0.857142857,-0.207506543,4,110876,1130.75,15839.42857,161.5357143,0.571428571,0.571428571,0.161136906,2,0.285714286
1,10,6155,121.5,559.5454545,11.04545455,0.909090909,0.909090909,1.224770318,9,221981,1910.444444,20180.09091,173.6767677,0.818181818,0.818181818,0.864137342,4,0.363636364
1,8,5104,183.625,567.1111111,20.40277778,0.888888889,0.888888889,0.319135474,7,173079,2045.142857,19231,227.2380952,0.777777778,0.777777778,0.396374765,2,0.222222222
1,13,7347,122.6923077,489.8,8.179487179,0.866666667,0.933333333,1.075999396,13,274358,1275.846154,18290.53333,85.05641026,0.866666667,0.866666667,1.034207487,5,0.333333333
1,8,3949,112,394.9,11.2,0.8,0.9,0.718105615,8,145329,924.25,14532.9,92.425,0.8,0.8,0.604616519,3,0.3
1,5,2727,158,454.5,26.33333333,0.833333333,0.833333333,0.528361973,4,99017,2748,16502.83333,458,0.666666667,0.666666667,0.250580565,1,0.166666667
1,21,9874,180.7619048,448.8181818,8.216450216,0.954545455,0.954545455,2.12619228,19,354320,2075.842105,16105.45455,94.35645933,0.863636364,0.863636364,1.901977733,6,0.272727273
1,22,10773,145.5454545,448.875,6.064393939,0.916666667,0.958333333,2.299418259,22,404285,1670.954545,16845.20833,69.62310606,0.916666667,0.916666667,2.341030328,8,0.333333333
1,17,8388,154.1176471,466,8.562091503,0.944444444,0.944444444,2.039280897,16,313816,1776.9375,17434.22222,98.71875,0.888888889,0.888888889,1.576481428,6,0.333333333
1,16,9714,145.0625,539.6666667,8.059027778,0.888888889,0.944444444,1.70038986,16,364238,1362.625,20235.44444,75.70138889,0.888888889,0.888888889,1.53969568,6,0.333333333
1,13,7970,84,569.2857143,6,0.928571429,0.928571429,1.016031595,12,296066,923.4166667,21147.57143,65.95833333,0.857142857,0.857142857,0.852603402,4,0.285714286
1,15,9409,84.2,553.4705882,4.952941176,0.882352941,0.941176471,0.86818461,14,314866,830.5714286,18521.52941,48.85714286,0.823529412,0.823529412,0.648851969,6,0.352941176
1,15,6562,128,386,7.529411765,0.882352941,0.941176471,1.279507347,15,228233,1819.4,13425.47059,107.0235294,0.882352941,0.882352941,1.394037694,6,0.352941176
1,6,4137,220.1666667,591,31.45238095,0.857142857,0.857142857,0.90777078,5,139060,4272.6,19865.71429,610.3714286,0.714285714,0.714285714,0.586470448,2,0.285714286
1,16,8105,64.8125,476.7647059,3.8125,0.941176471,0.941176471,1.36369638,15,306849,540.1333333,18049.94118,31.77254902,0.882352941,0.882352941,0.745371284,7,0.411764706
1,15,8355,111.0666667,522.1875,6.941666667,0.9375,0.9375,0.848033822,14,296455,1240.142857,18528.4375,77.50892857,0.875,0.875,1.017813164,5,0.3125
1,11,4780,62.90909091,398.3333333,5.242424242,0.916666667,0.916666667,0.933694046,10,160679,822.3,13389.91667,68.525,0.833333333,0.833333333,0.647798943,5,0.416666667
1,9,5790,66.55555556,579,6.655555556,0.9,0.9,0.7949837,8,194527,848.125,19452.7,84.8125,0.8,0.8,0.45555017,3,0.3
1,13,6412,152.4615385,458,10.89010989,0.928571429,0.928571429,1.53042894,11,182229,1861.636364,13016.35714,132.974026,0.785714286,0.785714286,0.999905792,5,0.357142857
1,10,5667,178.9,515.1818182,16.26363636,0.909090909,0.909090909,1.127964821,9,185850,2425.444444,16895.45455,220.4949495,0.818181818,0.818181818,0.779705336,4,0.363636364
1,8,3993,107.125,443.6666667,11.90277778,0.888888889,0.888888889,0.66701981,7,130863,1809.714286,14540.33333,201.0793651,0.777777778,0.777777778,0.575878576,3,0.333333333
1,11,5445,117.3636364,453.75,9.78030303,0.916666667,0.916666667,1.335980382,10,198768,701.4,16564,58.45,0.833333333,0.833333333,0.730046217,5,0.416666667
1,9,4876,166,487.6,16.6,0.9,0.9,0.204332585,7,134616,1289.428571,13461.6,128.9428571,0.7,0.7,0.175032806,4,0.4
1,8,5063,97.625,562.5555556,10.84722222,0.888888889,0.888888889,0.744100849,7,174728,1217.142857,19414.22222,135.2380952,0.777777778,0.777777778,0.608535881,3,0.333333333
1,7,5007,200.1428571,500.7,20.01428571,0.7,0.9,0.447237405,6,140031,2772.833333,14003.1,277.2833333,0.6,0.7,0.316111513,3,0.3
1,14,8564,159.2857143,570.9333333,10.61904762,0.933333333,0.933333333,0.960422057,12,318100,1481.333333,21206.66667,98.75555556,0.8,0.8,0.939571584,4,0.266666667
1,14,7797,135.5,519.8,9.033333333,0.933333333,0.933333333,1.186591339,13,277018,1588.923077,18467.86667,105.9282051,0.866666667,0.866666667,0.847266328,5,0.333333333
1,8,4764,154.125,529.3333333,17.125,0.888888889,0.888888889,0.683745585,7,160158,2468.142857,17795.33333,274.2380952,0.777777778,0.777777778,0.499451693,4,0.444444444
1,12,6342,47.5,453,3.392857143,0.857142857,0.928571429,0.834206453,12,219998,285.0833333,15714.14286,20.36309524,0.857142857,0.857142857,0.453610981,5,0.357142857
1,14,7925,158.1428571,528.3333333,10.54285714,0.933333333,0.933333333,1.234567883,13,280143,3039.846154,18676.2,202.6564103,0.866666667,0.866666667,0.968701248,4,0.266666667
1,7,5959,409.8571429,744.875,51.23214286,0.875,0.875,-1.397342419,3,68431,11.33333333,8553.875,1.416666667,0.375,0.375,0.008916573,2,0.25
1,13,6226,84.15384615,444.7142857,6.010989011,0.928571429,0.928571429,1.346617057,12,229771,914.4166667,16412.21429,65.31547619,0.857142857,0.857142857,0.893677484,4,0.285714286
1,9,5120,57.77777778,465.4545455,5.252525253,0.818181818,0.909090909,0.746111514,9,187815,591.1111111,17074.09091,53.73737374,0.818181818,0.818181818,0.467048549,4,0.363636364
1,9,5402,127.3333333,540.2,12.73333333,0.9,0.9,1.163678126,8,201689,975.5,20168.9,97.55,0.8,0.8,0.452053469,3,0.3
1,10,6025,91.1,547.7272727,8.281818182,0.909090909,0.909090909,1.156238488,9,226639,772.3333333,20603.54545,70.21212121,0.818181818,0.818181818,0.552149437,3,0.272727273
1,11,5759,67.63636364,479.9166667,5.636363636,0.916666667,0.916666667,0.916001814,10,212081,639.1,17673.41667,53.25833333,0.833333333,0.833333333,0.521706805,4,0.333333333
1,12,6788,108.6666667,522.1538462,8.358974359,0.923076923,0.923076923,0.85827694,11,236983,1102.363636,18229.46154,84.7972028,0.846153846,0.846153846,0.753625106,4,0.307692308
1,9,5996,212.7777778,599.6,21.27777778,0.9,0.9,-0.042826077,7,161105,2067.571429,16110.5,206.7571429,0.7,0.7,0.393932922,3,0.3
1,9,4896,308.2222222,489.6,30.82222222,0.9,0.9,-0.700014806,5,106795,1651,10679.5,165.1,0.5,0.5,0.443253383,2,0.2
1,8,4428,106.625,442.8,10.6625,0.8,0.9,0.518514444,8,147365,1788.25,14736.5,178.825,0.8,0.8,0.405149486,3,0.3
1,8,3958,224.375,439.7777778,24.93055556,0.888888889,0.888888889,-0.166479992,5,114695,155.4,12743.88889,17.26666667,0.555555556,0.555555556,0.104748244,2,0.222222222
1,6,3831,94,547.2857143,13.42857143,0.857142857,0.857142857,0.684988211,5,127959,3320.6,18279.85714,474.3714286,0.714285714,0.714285714,0.394333688,1,0.142857143
1,14,6030,187.7142857,402,12.51428571,0.933333333,0.933333333,0.741355806,13,208105,2010,13873.66667,134,0.866666667,0.866666667,1.164237418,6,0.4
1,8,4817,82.875,481.7,8.2875,0.8,0.9,0.701544366,8,179447,1379.375,17944.7,137.9375,0.8,0.8,0.272207632,1,0.1
1,8,3254,82.375,361.5555556,9.152777778,0.888888889,0.888888889,0.771411414,7,120063,1512.428571,13340.33333,168.047619,0.777777778,0.777777778,0.472635626,4,0.444444444
1,16,7784,109.0625,409.6842105,5.740131579,0.842105263,0.947368421,1.230444358,17,274643,1012.294118,14454.89474,53.27863777,0.894736842,0.894736842,1.076254308,8,0.421052632
1,13,6806,51.84615385,425.375,3.240384615,0.8125,0.9375,0.967342783,14,254856,220.5,15928.5,13.78125,0.875,0.875,0.373109843,5,0.3125
1,8,5160,417.5,573.3333333,46.38888889,0.888888889,0.888888889,-0.313388422,3,122224,1606.666667,13580.44444,178.5185185,0.333333333,0.333333333,0.176161384,0,0
1,11,6215,153.9090909,517.9166667,12.82575758,0.916666667,0.916666667,0.859614275,10,215232,1848.7,17936,154.0583333,0.833333333,0.833333333,0.763785436,4,0.333333333
1,14,7231,115,482.0666667,7.666666667,0.933333333,0.933333333,1.210556653,12,242880,1186.5,16192,79.1,0.8,0.8,0.77746269,4,0.266666667
1,8,3559,171.625,395.4444444,19.06944444,0.888888889,0.888888889,0.802383587,6,117123,1545.666667,13013.66667,171.7407407,0.666666667,0.666666667,0.481699973,2,0.222222222
1,9,4377,110.6666667,437.7,11.06666667,0.9,0.9,0.785761481,8,145424,1207.25,14542.4,120.725,0.8,0.8,0.618983027,4,0.4
1,8,5548,212.75,554.8,21.275,0.8,0.9,0.576280251,7,189551,583.7142857,18955.1,58.37142857,0.7,0.7,0.285254898,3,0.3
1,7,4606,247.1428571,575.75,30.89285714,0.875,0.875,-0.253102509,4,120956,471.75,15119.5,58.96875,0.5,0.5,0.193547442,3,0.375
1,9,4803,77.22222222,480.3,7.722222222,0.9,0.9,0.485443867,8,161610,1219.125,16161,121.9125,0.8,0.8,0.388154942,3,0.3
1,9,5894,211.3333333,535.8181818,19.21212121,0.818181818,0.909090909,0.833693327,8,194246,1586.5,17658.72727,144.2272727,0.727272727,0.727272727,0.341364863,3,0.272727273
1,8,6211,122.375,621.1,12.2375,0.8,0.9,0.70863202,8,229332,1747.25,22933.2,174.725,0.8,0.8,0.654656192,3,0.3
1,9,6518,116.4444444,592.5454545,10.58585859,0.818181818,0.909090909,0.787586752,9,244069,1101.444444,22188.09091,100.1313131,0.818181818,0.818181818,0.473569722,2,0.181818182
1,7,4208,267.1428571,526,33.39285714,0.875,0.875,-0.319002386,4,92218,669.75,11527.25,83.71875,0.5,0.5,0.157205479,1,0.125
1,13,5343,126.6153846,381.6428571,9.043956044,0.928571429,0.928571429,1.381632306,12,181997,2013.666667,12999.78571,143.8333333,0.857142857,0.857142857,1.249811529,6,0.428571429
1,13,7021,202.4615385,468.0666667,13.4974359,0.866666667,0.933333333,1.081713239,13,245767,1892.230769,16384.46667,126.1487179,0.866666667,0.866666667,1.275793745,6,0.4
1,12,6095,156.1666667,435.3571429,11.1547619,0.857142857,0.928571429,1.304393341,12,231126,1414.666667,16509,101.047619,0.857142857,0.857142857,1.107352504,6,0.428571429
1,10,5271,51,479.1818182,4.636363636,0.909090909,0.909090909,0.901650721,9,188384,408.4444444,17125.81818,37.13131313,0.818181818,0.818181818,0.44976016,5,0.454545455
1,11,3882,122.1818182,323.5,10.18181818,0.916666667,0.916666667,0.9795247,10,126545,1913.2,10545.41667,159.4333333,0.833333333,0.833333333,0.781814902,3,0.25
1,12,5521,157.1666667,424.6923077,12.08974359,0.923076923,0.923076923,0.739358497,11,188811,1648.272727,14523.92308,126.7902098,0.846153846,0.846153846,0.577093871,3,0.230769231
1,10,4812,114.1,437.4545455,10.37272727,0.909090909,0.909090909,0.44363999,9,161917,1381,14719.72727,125.5454545,0.818181818,0.818181818,0.384215989,3,0.272727273
1,29,17114,139.5862069,518.6060606,4.229885057,0.878787879,0.96969697,2.37555402,31,628889,1274.774194,19057.24242,38.62952102,0.939393939,0.939393939,2.17448824,9,0.272727273
1,10,4998,52.4,416.5,4.366666667,0.833333333,0.916666667,0.682210843,10,168963,355.7,14080.25,29.64166667,0.833333333,0.833333333,0.361190525,5,0.416666667
1,16,8202,168.3125,455.6666667,9.350694444,0.888888889,0.944444444,1.419957581,16,290565,2043.4375,16142.5,113.5243056,0.888888889,0.888888889,1.614764881,5,0.277777778
1,17,9022,84.94117647,474.8421053,4.470588235,0.894736842,0.947368421,1.630450486,17,321703,1138.882353,16931.73684,59.94117647,0.894736842,0.894736842,1.340230878,7,0.368421053
1,21,11247,101.952381,511.2272727,4.634199134,0.954545455,0.954545455,1.771223417,20,406204,1417.9,18463.81818,64.45,0.909090909,0.909090909,1.473041588,8,0.363636364
1,15,8363,43.33333333,491.9411765,2.549019608,0.882352941,0.941176471,1.050032578,15,310899,200.4,18288.17647,11.78823529,0.882352941,0.882352941,0.428300438,7,0.411764706
1,7,4961,104.1428571,620.125,13.01785714,0.875,0.875,0.821289678,6,167354,1906.5,20919.25,238.3125,0.75,0.75,0.385672652,2,0.25
1,10,4428,48.7,402.5454545,4.427272727,0.909090909,0.909090909,0.6847201,9,147341,808,13394.63636,73.45454545,0.818181818,0.818181818,0.466009818,4,0.363636364
1,21,13997,144.047619,499.8928571,5.144557823,0.75,0.964285714,1.56417232,23,489835,1112.869565,17494.10714,39.74534161,0.821428571,0.892857143,1.341996383,11,0.392857143
1,19,9115,116.4210526,455.75,5.821052632,0.95,0.95,1.170101535,17,299256,753.4705882,14962.8,37.67352941,0.85,0.85,1.082350431,7,0.35
1,9,5751,143.8888889,575.1,14.38888889,0.9,0.9,0.907882675,8,206142,1591.75,20614.2,159.175,0.8,0.8,0.459092061,4,0.4
1,13,7234,97.46153846,482.2666667,6.497435897,0.866666667,0.933333333,1.278520082,13,253877,1370.769231,16925.13333,91.38461538,0.866666667,0.866666667,1.087251796,4,0.266666667
1,8,4261,145.75,473.4444444,16.19444444,0.888888889,0.888888889,0.916148407,7,142835,2732.714286,15870.55556,303.6349206,0.777777778,0.777777778,0.500671819,2,0.222222222
1,11,5124,97.63636364,427,8.136363636,0.916666667,0.916666667,1.040105451,10,191015,954.2,15917.91667,79.51666667,0.833333333,0.833333333,0.754003934,4,0.333333333
1,13,6488,114.1538462,463.4285714,8.153846154,0.928571429,0.928571429,1.013190811,11,208727,1594,14909.07143,113.8571429,0.785714286,0.785714286,0.836378423,5,0.357142857
1,7,3106,60.85714286,388.25,7.607142857,0.875,0.875,0.530506725,6,111363,599.1666667,13920.375,74.89583333,0.75,0.75,0.3126294,3,0.375
1,15,7263,79.13333333,453.9375,4.945833333,0.9375,0.9375,1.42175636,14,254926,497.0714286,15932.875,31.06696429,0.875,0.875,0.750443055,5,0.3125
1,14,6684,131,445.6,8.733333333,0.933333333,0.933333333,1.398009628,13,232959,1602.615385,15530.6,106.8410256,0.866666667,0.866666667,1.229632425,5,0.333333333
1,10,4700,158.7,427.2727273,14.42727273,0.909090909,0.909090909,0.885932651,8,158699,2010,14427.18182,182.7272727,0.727272727,0.727272727,0.644614451,5,0.454545455
1,11,4896,46.90909091,408,3.909090909,0.916666667,0.916666667,0.694276104,10,165083,298.2,13756.91667,24.85,0.833333333,0.833333333,0.384062428,5,0.416666667
1,18,9105,75.38888889,479.2105263,3.967836257,0.947368421,0.947368421,1.557508623,17,324860,888.1176471,17097.89474,46.74303406,0.894736842,0.894736842,1.013913962,6,0.315789474
1,12,5177,46.41666667,398.2307692,3.570512821,0.923076923,0.923076923,0.910321425,11,195781,541.8181818,15060.07692,41.67832168,0.846153846,0.846153846,0.546216424,5,0.384615385
1,8,4291,98.375,476.7777778,10.93055556,0.888888889,0.888888889,0.711569367,7,142184,1915.571429,15798.22222,212.8412698,0.777777778,0.777777778,0.537269163,3,0.333333333
1,13,7204,112.2307692,480.2666667,7.482051282,0.866666667,0.933333333,1.476509901,13,248106,1284,16540.4,85.6,0.866666667,0.866666667,1.069169554,6,0.4
1,12,7344,216,564.9230769,16.61538462,0.923076923,0.923076923,0.602612429,8,173509,915.5,13346.84615,70.42307692,0.615384615,0.615384615,0.348395275,3,0.230769231
1,10,7925,253.4,720.4545455,23.03636364,0.909090909,0.909090909,0.900880649,8,259175,2511.25,23561.36364,228.2954545,0.727272727,0.727272727,0.807112264,2,0.181818182
1,6,2789,164.5,398.4285714,23.5,0.857142857,0.857142857,0.490377409,5,101998,1523,14571.14286,217.5714286,0.714285714,0.714285714,0.493393533,1,0.142857143
1,12,6870,59.83333333,528.4615385,4.602564103,0.923076923,0.923076923,0.854471272,11,240094,952.7272727,18468.76923,73.28671329,0.846153846,0.846153846,0.52180434,4,0.307692308
1,10,5775,208.9,525,18.99090909,0.909090909,0.909090909,0.203284552,7,130980,376.1428571,11907.27273,34.19480519,0.636363636,0.636363636,0.313284588,3,0.272727273
1,9,5978,57,543.4545455,5.181818182,0.818181818,0.909090909,0.786351732,9,221841,569.6666667,20167.36364,51.78787879,0.818181818,0.818181818,0.512787098,5,0.454545455
1,15,8648,68,540.5,4.25,0.9375,0.9375,1.525278443,14,326209,909.3571429,20388.0625,56.83482143,0.875,0.875,0.867512029,4,0.25
1,15,7614,90,475.875,5.625,0.9375,0.9375,1.134845732,14,268273,723.7857143,16767.0625,45.23660714,0.875,0.875,0.852553432,6,0.375
1,25,11723,128.84,418.6785714,4.601428571,0.892857143,0.964285714,1.620316992,25,426163,830.76,15220.10714,29.67,0.892857143,0.892857143,1.450973753,10,0.357142857
1,10,5467,175.1,497,15.91818182,0.909090909,0.909090909,1.270587608,9,205418,2491.444444,18674.36364,226.4949495,0.818181818,0.818181818,0.744538204,4,0.363636364
1,10,4956,105.6,450.5454545,9.6,0.909090909,0.909090909,1.052544088,9,162983,1150.111111,14816.63636,104.5555556,0.818181818,0.818181818,0.803356117,5,0.454545455
1,9,5376,160.6666667,537.6,16.06666667,0.9,0.9,0.822293994,8,199572,2010.875,19957.2,201.0875,0.8,0.8,0.533938143,4,0.4
1,10,5988,162.2,544.3636364,14.74545455,0.909090909,0.909090909,1.074615508,9,220826,3577.111111,20075.09091,325.1919192,0.818181818,0.818181818,1.053030233,4,0.363636364
1,15,7380,121.2666667,461.25,7.579166667,0.9375,0.9375,1.490791012,14,259395,1225.428571,16212.1875,76.58928571,0.875,0.875,1.157605219,5,0.3125
1,10,5565,126.9,505.9090909,11.53636364,0.909090909,0.909090909,1.015343613,9,184491,1559.111111,16771.90909,141.7373737,0.818181818,0.818181818,0.684386331,3,0.272727273
1,8,5285,171.375,528.5,17.1375,0.8,0.9,0.878769113,8,197248,1353.75,19724.8,135.375,0.8,0.8,0.354921185,3,0.3
1,6,4259,333.5,608.4285714,47.64285714,0.857142857,0.857142857,-0.945372208,3,85759,20.33333333,12251.28571,2.904761905,0.428571429,0.428571429,0.014111912,2,0.285714286
1,8,3945,93.25,438.3333333,10.36111111,0.888888889,0.888888889,0.872979918,7,146326,938.8571429,16258.44444,104.3174603,0.777777778,0.777777778,0.499445844,3,0.333333333
1,10,5477,101.2,497.9090909,9.2,0.909090909,0.909090909,0.995557073,9,201400,1723,18309.09091,156.6363636,0.818181818,0.818181818,0.874127362,4,0.363636364
1,14,7427,152.7857143,495.1333333,10.18571429,0.933333333,0.933333333,1.294781552,13,261220,2870.230769,17414.66667,191.3487179,0.866666667,0.866666667,0.781393876,3,0.2
1,14,6688,140.2142857,445.8666667,9.347619048,0.933333333,0.933333333,1.208508166,13,233125,1751.692308,15541.66667,116.7794872,0.866666667,0.866666667,0.806669282,4,0.266666667
1,5,4548,353.4,649.7142857,50.48571429,0.714285714,0.857142857,0.207443331,5,138634,2896.8,19804.85714,413.8285714,0.714285714,0.714285714,0.6357901,1,0.142857143
1,20,9505,99.5,396.0416667,4.145833333,0.833333333,0.958333333,1.949070897,21,339914,1135,14163.08333,47.29166667,0.875,0.916666667,1.619215028,9,0.375
1,15,7434,100.2666667,464.625,6.266666667,0.9375,0.9375,1.573601289,14,261446,730.7857143,16340.375,45.67410714,0.875,0.875,0.871527287,5,0.3125
1,12,6361,122.0833333,489.3076923,9.391025641,0.923076923,0.923076923,1.264829297,11,222120,1350.090909,17086.15385,103.8531469,0.846153846,0.846153846,0.936387809,5,0.384615385
1,15,7465,75.46666667,439.1176471,4.439215686,0.882352941,0.941176471,1.392422673,15,262576,712.2666667,15445.64706,41.89803922,0.882352941,0.882352941,0.90068937,7,0.411764706
1,12,7067,66.5,504.7857143,4.75,0.857142857,0.928571429,0.905782902,12,267594,380.8333333,19113.85714,27.20238095,0.857142857,0.857142857,0.502289766,4,0.285714286
1,12,5675,115.25,436.5384615,8.865384615,0.923076923,0.923076923,0.870722671,11,194673,1676.818182,14974.84615,128.986014,0.846153846,0.846153846,0.719491497,5,0.384615385
1,7,4210,90.71428571,526.25,11.33928571,0.875,0.875,0.503717507,6,139133,2049.666667,17391.625,256.2083333,0.75,0.75,0.282961178,3,0.375
1,15,8640,140.5333333,540,8.783333333,0.9375,0.9375,1.560289453,13,272332,1296.923077,17020.75,81.05769231,0.8125,0.8125,1.014092743,6,0.375
1,7,3685,293,460.625,36.625,0.875,0.875,-0.220810924,5,134411,1143.2,16801.375,142.9,0.625,0.625,0.272370357,2,0.25
1,15,7579,57.26666667,445.8235294,3.368627451,0.882352941,0.941176471,1.249080652,15,266920,661.9333333,15701.17647,38.9372549,0.882352941,0.882352941,0.869788189,6,0.352941176
1,11,5636,172.2727273,469.6666667,14.35606061,0.916666667,0.916666667,0.772273866,10,193227,3088.8,16102.25,257.4,0.833333333,0.833333333,0.888949083,4,0.333333333
1,14,6218,115.7857143,414.5333333,7.719047619,0.933333333,0.933333333,1.378189171,13,234168,1185.692308,15611.2,79.04615385,0.866666667,0.866666667,1.075452294,5,0.333333333
1,40,28389,604.625,692.4146341,14.74695122,0.975609756,0.975609756,-8.637478953,10,233848,4273.6,5703.609756,104.2341463,0.243902439,0.243902439,0.710651129,4,0.097560976
1,14,8159,65.5,543.9333333,4.366666667,0.933333333,0.933333333,1.371736832,13,306289,610.4615385,20419.26667,40.6974359,0.866666667,0.866666667,0.774593481,8,0.533333333
1,13,6598,79.69230769,471.2857143,5.692307692,0.928571429,0.928571429,1.23651396,12,235805,825.5,16843.21429,58.96428571,0.857142857,0.857142857,0.696838223,5,0.357142857
1,9,4881,105.7777778,488.1,10.57777778,0.9,0.9,1.02022987,8,173053,1646.875,17305.3,164.6875,0.8,0.8,0.506841101,4,0.4
1,6,4054,197.3333333,579.1428571,28.19047619,0.857142857,0.857142857,0.638830876,5,133286,4331.6,19040.85714,618.8,0.714285714,0.714285714,0.588912577,1,0.142857143
1,20,10740,89.5,488.1818182,4.068181818,0.909090909,0.954545455,1.566159825,20,386920,750.15,17587.27273,34.09772727,0.909090909,0.909090909,1.01352785,8,0.363636364
1,7,3843,116.1428571,480.375,14.51785714,0.875,0.875,0.829437904,6,124855,1479.833333,15606.875,184.9791667,0.75,0.75,0.385743638,2,0.25
1,10,4931,148.5,448.2727273,13.5,0.909090909,0.909090909,1.021110878,9,170534,1825.888889,15503.09091,165.989899,0.818181818,0.818181818,1.034628641,4,0.363636364
1,8,3607,57.875,360.7,5.7875,0.8,0.9,0.552602137,8,116148,386.75,11614.8,38.675,0.8,0.8,0.344990068,4,0.4
1,9,6235,44.88888889,623.5,4.488888889,0.9,0.9,0.755468778,8,211948,217.125,21194.8,21.7125,0.8,0.8,0.243791881,3,0.3
1,19,9155,86,435.952381,4.095238095,0.904761905,0.952380952,1.541647961,18,325178,1154.388889,15484.66667,54.97089947,0.857142857,0.857142857,0.995034316,8,0.380952381
1,4,2550,132,510,26.4,0.8,0.8,0.398391368,3,77510,1007.666667,15502,201.5333333,0.6,0.6,0.286640315,1,0.2
1,16,8177,152.375,481,8.963235294,0.941176471,0.941176471,1.694413712,15,291027,1958.866667,17119.23529,115.227451,0.882352941,0.882352941,1.450808494,6,0.352941176
1,9,4720,100.2222222,472,10.02222222,0.9,0.9,0.843627424,8,159827,1344.875,15982.7,134.4875,0.8,0.8,0.709744758,5,0.5
1,11,7215,251.3636364,601.25,20.9469697,0.916666667,0.916666667,0.15214509,8,185700,1793.375,15475,149.4479167,0.666666667,0.666666667,0.661350965,2,0.166666667
1,17,6607,161.0588235,367.0555556,8.947712418,0.944444444,0.944444444,1.662229288,15,210374,1637.533333,11687.44444,90.97407407,0.833333333,0.833333333,1.146654271,6,0.333333333
1,8,4213,73,468.1111111,8.111111111,0.888888889,0.888888889,0.586411389,7,156474,690,17386,76.66666667,0.777777778,0.777777778,0.383120027,3,0.333333333
1,22,11647,114.9545455,485.2916667,4.789772727,0.916666667,0.958333333,2.191116539,22,421362,1149.590909,17556.75,47.89962121,0.916666667,0.916666667,1.61429999,7,0.291666667
1,9,4661,37.88888889,423.7272727,3.444444444,0.818181818,0.909090909,0.615771767,9,156190,522.6666667,14199.09091,47.51515152,0.818181818,0.818181818,0.450653409,5,0.454545455
1,11,6095,179.2727273,507.9166667,14.93939394,0.916666667,0.916666667,1.295593423,10,203116,2450.1,16926.33333,204.175,0.833333333,0.833333333,0.917916228,3,0.25
1,10,5054,134.2,421.1666667,11.18333333,0.833333333,0.916666667,0.79764741,10,179735,1424.9,14977.91667,118.7416667,0.833333333,0.833333333,0.67053481,5,0.416666667
