Label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22
1,8,3937,98.875,437.4444444,10.98611111,0.888888889,0.888888889,0.704859768,7,128724,1408.714286,14302.66667,156.5238095,0.777777778,0.777777778,0.571871533,4,0.444444444,1,5.568,1,0
1,7,3752,43.57142857,469,5.446428571,0.875,0.875,0.406696844,6,121733,118.1666667,15216.625,14.77083333,0.75,0.75,0.113620854,3,0.375,1,5.7775,2,1
1,9,5504,35.66666667,500.3636364,3.242424242,0.818181818,0.909090909,0.552514689,9,205527,85.77777778,18684.27273,7.797979798,0.818181818,0.818181818,0.133756195,3,0.272727273,1,7.3375,2,1
1,9,4138,60.44444444,413.8,6.044444444,0.9,0.9,0.485148943,8,136335,772.75,13633.5,77.275,0.8,0.8,0.477201819,3,0.3,1,6.03,4,0
1,14,7187,70.21428571,479.1333333,4.680952381,0.933333333,0.933333333,1.198983088,13,252096,323.3076923,16806.4,21.55384615,0.866666667,0.866666667,0.517874153,4,0.266666667,1,6.166,6,0
1,5,3233,161.8,538.8333333,26.96666667,0.833333333,0.833333333,-0.041651453,4,102060,1768.25,17010,294.7083333,0.666666667,0.666666667,0.116017278,1,0.166666667,1,1.635,0,1
1,10,5274,117.8,479.4545455,10.70909091,0.909090909,0.909090909,0.673643297,9,179499,1137.888889,16318.09091,103.4444444,0.818181818,0.818181818,0.641377824,3,0.272727273,1,5.19,4,0
1,9,4311,58.66666667,431.1,5.866666667,0.9,0.9,0.701275298,8,142923,380.5,14292.3,38.05,0.8,0.8,0.344110289,4,0.4,1,5.888333333,3,0
1,11,5872,93.18181818,489.3333333,7.765151515,0.916666667,0.916666667,1.048898915,10,202206,419.2,16850.5,34.93333333,0.833333333,0.833333333,0.452086899,3,0.25,1,4.925,7,0
1,10,6243,76.7,567.5454545,6.972727273,0.909090909,0.909090909,0.726207594,9,216322,606.2222222,19665.63636,55.11111111,0.818181818,0.818181818,0.467286405,3,0.272727273,1,6.16,5,0
1,7,3495,148.1428571,436.875,18.51785714,0.875,0.875,0.575357863,6,126140,2493.666667,15767.5,311.7083333,0.75,0.75,0.404684424,1,0.125,1,4.9325,1,1
1,7,3138,40.42857143,392.25,5.053571429,0.875,0.875,0.423735504,6,98395,237.8333333,12299.375,29.72916667,0.75,0.75,0.140597411,2,0.25,1,4.5475,4,1
1,13,6098,112.6923077,435.5714286,8.049450549,0.928571429,0.928571429,1.048833851,12,210719,1424.666667,15051.35714,101.7619048,0.857142857,0.857142857,0.887191934,5,0.357142857,1,5.638,6,0
1,9,3517,92.44444444,351.7,9.244444444,0.9,0.9,0.733518794,8,112723,360.25,11272.3,36.025,0.8,0.8,0.334541864,4,0.4,1,5.263333333,5,0
1,8,4569,91.125,456.9,9.1125,0.8,0.9,0.607672374,8,152730,952.625,15273,95.2625,0.8,0.8,0.507505565,3,0.3,1,5.14,4,0
1,9,6085,107,553.1818182,9.727272727,0.818181818,0.909090909,0.903295465,9,217440,1000.111111,19767.27273,90.91919192,0.818181818,0.818181818,0.488538604,4,0.363636364,1,5.628,4,0
1,12,6291,95.91666667,483.9230769,7.378205128,0.923076923,0.923076923,1.141080872,11,218094,693.2727273,16776.46154,53.32867133,0.846153846,0.846153846,0.741173594,4,0.307692308,1,5.546666667,8,0
1,11,6305,81.18181818,525.4166667,6.765151515,0.916666667,0.916666667,0.93242229,10,225780,432.2,18815,36.01666667,0.833333333,0.833333333,0.406449588,4,0.333333333,1,6.025,4,0
1,8,4684,105.25,520.4444444,11.69444444,0.888888889,0.888888889,0.93031337,7,152503,904.1428571,16944.77778,100.4603175,0.777777778,0.777777778,0.506479808,3,0.333333333,1,5.126666667,4,0
1,10,5312,106.6,482.9090909,9.690909091,0.909090909,0.909090909,0.655741298,9,180937,1529.888889,16448.81818,139.0808081,0.818181818,0.818181818,0.41853425,5,0.454545455,1,6.091428571,3,0
1,12,6334,115.1666667,487.2307692,8.858974359,0.923076923,0.923076923,0.922329572,11,229911,448.0909091,17685.46154,34.46853147,0.846153846,0.846153846,0.502272087,4,0.307692308,1,5.616666667,3,0
1,7,3174,65.14285714,396.75,8.142857143,0.875,0.875,0.573407916,6,99768,322.3333333,12471,40.29166667,0.75,0.75,0.215195556,3,0.375,1,5.745,1,1
1,8,4180,48.75,464.4444444,5.416666667,0.888888889,0.888888889,0.53514449,7,137977,297,15330.77778,33,0.777777778,0.777777778,0.204563591,3,0.333333333,1,6.594,4,0
1,11,4780,106.3636364,398.3333333,8.863636364,0.916666667,0.916666667,0.835973522,10,160693,972.8,13391.08333,81.06666667,0.833333333,0.833333333,0.676897789,4,0.333333333,1,5.93875,6,0
1,12,6202,95.66666667,477.0769231,7.358974359,0.923076923,0.923076923,0.728474849,11,214699,750.1818182,16515.30769,57.70629371,0.846153846,0.846153846,0.66145432,5,0.384615385,1,5.696666667,5,0
1,11,5907,59.72727273,492.25,4.977272727,0.916666667,0.916666667,0.806066176,10,212156,214.1,17679.66667,17.84166667,0.833333333,0.833333333,0.301196375,5,0.416666667,1,5.616666667,3,0
1,6,4525,60.83333333,565.625,7.604166667,0.75,0.875,0.359790993,6,151114,782.5,18889.25,97.8125,0.75,0.75,0.382184672,3,0.375,1,6.88,3,1
1,8,4233,85.375,470.3333333,9.486111111,0.888888889,0.888888889,0.673640825,7,148620,728.8571429,16513.33333,80.98412698,0.777777778,0.777777778,0.473543574,4,0.444444444,1,6.025,4,0
1,13,6655,80.15384615,475.3571429,5.725274725,0.928571429,0.928571429,0.962126527,12,231907,889.75,16564.78571,63.55357143,0.857142857,0.857142857,0.575561191,5,0.357142857,1,6.376,10,0
1,10,5428,114.9,493.4545455,10.44545455,0.909090909,0.909090909,0.888934649,9,185343,881.8888889,16849.36364,80.17171717,0.818181818,0.818181818,0.496025269,3,0.272727273,1,4.401428571,3,0
1,18,8754,77.05555556,460.7368421,4.055555556,0.947368421,0.947368421,1.498501048,17,311529,670.7647059,16396.26316,35.30340557,0.894736842,0.894736842,0.917135389,7,0.368421053,1,6.078666667,13,0
1,16,8161,117.3125,480.0588235,6.900735294,0.941176471,0.941176471,1.515441447,15,289037,1327.6,17002.17647,78.09411765,0.882352941,0.882352941,1.130696406,5,0.294117647,1,5.177692308,12,0
1,6,3711,107,530.1428571,15.28571429,0.857142857,0.857142857,0.36333467,5,120200,1852.6,17171.42857,264.6571429,0.714285714,0.714285714,0.300828904,1,0.142857143,1,5.323333333,1,1
1,4,3013,109.25,602.6,21.85,0.8,0.8,0.534288553,3,89110,626.3333333,17822,125.2666667,0.6,0.6,0.192652524,2,0.4,1,4.59,0,1
1,6,3290,63.5,470,9.071428571,0.857142857,0.857142857,0.662890907,5,99581,633.6,14225.85714,90.51428571,0.714285714,0.714285714,0.292489624,3,0.428571429,1,6.1925,3,1
1,13,7299,97.53846154,521.3571429,6.967032967,0.928571429,0.928571429,1.19860425,12,256371,625.1666667,18312.21429,44.6547619,0.857142857,0.857142857,0.655613753,4,0.285714286,1,5.508,6,0
1,8,5158,154.5,573.1111111,17.16666667,0.888888889,0.888888889,1.097942324,7,167585,1412.142857,18620.55556,156.9047619,0.777777778,0.777777778,0.635207033,1,0.111111111,1,4.548333333,7,0
1,9,6137,261.3333333,613.7,26.13333333,0.9,0.9,0.22835671,8,212362,2596.625,21236.2,259.6625,0.8,0.8,0.633607877,3,0.3,1,3.301666667,4,0
1,8,3803,65.875,422.5555556,7.319444444,0.888888889,0.888888889,0.595942373,7,123639,317.5714286,13737.66667,35.28571429,0.777777778,0.777777778,0.237600888,3,0.333333333,1,5.902,3,0
1,10,4770,48.7,397.5,4.058333333,0.833333333,0.916666667,0.694504741,10,160295,522.3,13357.91667,43.525,0.833333333,0.833333333,0.449556142,4,0.333333333,1,5.8175,8,0
1,10,5440,158.9,494.5454545,14.44545455,0.909090909,0.909090909,0.827843355,9,185808,1309.444444,16891.63636,119.040404,0.818181818,0.818181818,0.669708092,3,0.272727273,1,4.301428571,4,0
1,12,7022,93.75,540.1538462,7.211538462,0.923076923,0.923076923,0.85511154,11,245875,436.7272727,18913.46154,33.59440559,0.846153846,0.846153846,0.440721919,3,0.230769231,1,5.575555556,9,0
1,7,2975,164.5714286,371.875,20.57142857,0.875,0.875,0.438276772,6,92186,2202.666667,11523.25,275.3333333,0.75,0.75,0.43406111,2,0.25,1,4.075,1,1
1,8,4029,106.875,447.6666667,11.875,0.888888889,0.888888889,0.804241147,7,148416,743.4285714,16490.66667,82.6031746,0.777777778,0.777777778,0.481961076,4,0.444444444,1,6.025,4,0
1,8,3980,97.625,442.2222222,10.84722222,0.888888889,0.888888889,0.725621085,7,147649,819.4285714,16405.44444,91.04761905,0.777777778,0.777777778,0.497973205,3,0.333333333,1,6.67,4,0
1,8,2906,59.125,322.8888889,6.569444444,0.888888889,0.888888889,0.623829509,7,89542,928.5714286,9949.111111,103.1746032,0.777777778,0.777777778,0.438595204,4,0.444444444,1,6.37,6,0
1,5,3275,30,545.8333333,5,0.833333333,0.833333333,0.227646562,4,103656,356.5,17276,59.41666667,0.666666667,0.666666667,0.125053656,2,0.333333333,1,6.88,1,1
1,10,4623,74.4,420.2727273,6.763636364,0.909090909,0.909090909,0.878103203,9,154746,280.4444444,14067.81818,25.49494949,0.818181818,0.818181818,0.275783969,4,0.363636364,1,4.95,6,0
1,10,5576,119.7,506.9090909,10.88181818,0.909090909,0.909090909,0.540142489,9,190956,503.5555556,17359.63636,45.77777778,0.818181818,0.818181818,0.404278546,4,0.363636364,1,5.164285714,6,0
1,11,6729,99.27272727,560.75,8.272727273,0.916666667,0.916666667,0.952145184,10,226204,456.8,18850.33333,38.06666667,0.833333333,0.833333333,0.444254387,5,0.416666667,1,6.025,4,0
1,8,4840,254.5,537.7777778,28.27777778,0.888888889,0.888888889,0.503773149,7,155502,2730.142857,17278,303.3492063,0.777777778,0.777777778,0.809489061,2,0.222222222,1,4.386666667,2,0
1,12,4625,63.91666667,355.7692308,4.916666667,0.923076923,0.923076923,0.942080362,11,154748,715,11903.69231,55,0.846153846,0.846153846,0.714015263,4,0.307692308,1,5.61,9,0
1,11,5773,117.3636364,481.0833333,9.78030303,0.916666667,0.916666667,1.031677072,10,198425,1059.2,16535.41667,88.26666667,0.833333333,0.833333333,0.779002918,3,0.25,1,5.11125,9,0
1,7,3367,81.85714286,420.875,10.23214286,0.875,0.875,0.774838495,6,99544,493.3333333,12443,61.66666667,0.75,0.75,0.339298757,2,0.25,1,6.198,5,0
1,8,3255,27.625,361.6666667,3.069444444,0.888888889,0.888888889,0.460688556,7,102807,356.2857143,11423,39.58730159,0.777777778,0.777777778,0.25682467,3,0.333333333,1,6.39,5,0
1,8,3672,101.25,408,11.25,0.888888889,0.888888889,0.873841597,7,134833,434.2857143,14981.44444,48.25396825,0.777777778,0.777777778,0.371969637,4,0.444444444,1,5.616666667,3,0
1,12,6107,71.16666667,469.7692308,5.474358974,0.923076923,0.923076923,1.029587278,11,229684,183.5454545,17668,14.11888112,0.846153846,0.846153846,0.282255188,4,0.307692308,1,5.616666667,3,0
1,11,5928,104.8181818,494,8.734848485,0.916666667,0.916666667,0.430362585,10,204318,1136.1,17026.5,94.675,0.833333333,0.833333333,0.51298003,3,0.25,1,5.58625,8,0
1,11,5948,77.09090909,495.6666667,6.424242424,0.916666667,0.916666667,1.00202274,10,212197,206.6,17683.08333,17.21666667,0.833333333,0.833333333,0.289874959,4,0.333333333,1,5.616666667,3,0
1,9,5150,146.1111111,515,14.61111111,0.9,0.9,0.745462452,8,174799,932.125,17479.9,93.2125,0.8,0.8,0.613208286,2,0.2,1,4.348333333,3,0
1,12,5796,99.91666667,414,7.136904762,0.857142857,0.928571429,0.865492056,12,216543,715.6666667,15467.35714,51.11904762,0.857142857,0.857142857,0.583020228,4,0.285714286,1,5.298571429,2,0
1,5,2425,48.8,346.4285714,6.971428571,0.714285714,0.857142857,0.376888968,5,88608,478,12658.28571,68.28571429,0.714285714,0.714285714,0.222402512,2,0.285714286,1,6.36,4,1
1,10,5170,40.8,430.8333333,3.4,0.833333333,0.916666667,0.666290108,10,192806,83.6,16067.16667,6.966666667,0.833333333,0.833333333,0.150854574,3,0.25,1,5.86,6,0
1,12,6993,144.1666667,537.9230769,11.08974359,0.923076923,0.923076923,1.130712505,11,244772,1151,18828.61538,88.53846154,0.846153846,0.846153846,0.863052089,3,0.230769231,1,3.89,9,0
1,8,4497,123.125,499.6666667,13.68055556,0.888888889,0.888888889,0.594959779,7,150024,1753,16669.33333,194.7777778,0.777777778,0.777777778,0.432275347,3,0.333333333,1,4.568,1,0
1,8,3877,50.875,387.7,5.0875,0.8,0.9,0.549085852,8,126426,236.25,12642.6,23.625,0.8,0.8,0.240954561,3,0.3,1,5.175,6,0
1,12,6108,100.5833333,469.8461538,7.737179487,0.923076923,0.923076923,0.956406886,11,211143,1201.090909,16241.76923,92.39160839,0.846153846,0.846153846,0.754735701,5,0.384615385,1,5.908888889,5,0
1,14,7278,64.28571429,454.875,4.017857143,0.875,0.9375,1.134743397,14,255527,581.5714286,15970.4375,36.34821429,0.875,0.875,0.731012512,5,0.3125,1,6.746666667,5,0
1,12,7030,82.33333333,540.7692308,6.333333333,0.923076923,0.923076923,1.057727484,11,253307,687.6363636,19485.15385,52.8951049,0.846153846,0.846153846,0.609593356,4,0.307692308,1,6.122857143,2,0
1,12,5548,65.41666667,426.7692308,5.032051282,0.923076923,0.923076923,0.782201121,11,189834,756.0909091,14602.61538,58.16083916,0.846153846,0.846153846,0.531529995,5,0.384615385,1,6.378888889,6,0
1,6,2201,150.6666667,314.4285714,21.52380952,0.857142857,0.857142857,0.326824066,5,62809,1605.6,8972.714286,229.3714286,0.714285714,0.714285714,0.270837245,1,0.142857143,0,2.803333333,0,1
1,8,4234,92.5,470.4444444,10.27777778,0.888888889,0.888888889,0.88127663,7,135395,375.5714286,15043.88889,41.73015873,0.777777778,0.777777778,0.342115155,4,0.444444444,1,5.616666667,3,0
1,10,5187,62.4,471.5454545,5.672727273,0.909090909,0.909090909,0.686934144,9,176186,407.6666667,16016.90909,37.06060606,0.818181818,0.818181818,0.38647663,3,0.272727273,1,5.784285714,6,0
1,7,5278,152.4285714,527.8,15.24285714,0.7,0.9,0.470538705,7,193863,2161.714286,19386.3,216.1714286,0.7,0.8,0.45508071,3,0.3,1,5.486666667,5,0
1,8,3763,119.875,418.1111111,13.31944444,0.888888889,0.888888889,0.958788842,7,134924,393,14991.55556,43.66666667,0.777777778,0.777777778,0.358612806,3,0.333333333,1,5.616666667,3,0
1,10,6049,116.5,549.9090909,10.59090909,0.909090909,0.909090909,0.762560435,9,208953,721.5555556,18995.72727,65.5959596,0.818181818,0.818181818,0.581259535,3,0.272727273,1,4.791428571,4,0
1,9,3406,39.44444444,340.6,3.944444444,0.9,0.9,0.600822261,8,108500,386.5,10850,38.65,0.8,0.8,0.324297739,4,0.4,1,6.57,5,0
1,9,4038,32.88888889,403.8,3.288888889,0.9,0.9,0.539752434,8,132538,210.75,13253.8,21.075,0.8,0.8,0.241675734,4,0.4,1,7.255,5,0
1,9,4338,83.77777778,433.8,8.377777778,0.9,0.9,0.601798054,8,143945,811.875,14394.5,81.1875,0.8,0.8,0.422400188,4,0.4,1,5.053333333,5,0
1,8,3882,83.125,431.3333333,9.236111111,0.888888889,0.888888889,0.80133771,7,135043,335.8571429,15004.77778,37.31746032,0.777777778,0.777777778,0.326534285,4,0.444444444,1,5.616666667,3,0
1,6,3136,69,448,9.857142857,0.857142857,0.857142857,0.39996238,5,98350,1578,14050,225.4285714,0.714285714,0.714285714,0.274398606,1,0.142857143,1,5.37,0,1
1,8,3725,94.125,413.8888889,10.45833333,0.888888889,0.888888889,0.843898184,7,134886,455.1428571,14987.33333,50.57142857,0.777777778,0.777777778,0.399244243,4,0.444444444,1,5.616666667,3,0
1,11,5361,109.5454545,446.75,9.128787879,0.916666667,0.916666667,0.850948588,10,182771,1968.3,15230.91667,164.025,0.833333333,0.833333333,0.499380036,3,0.25,1,5.05625,7,0
1,6,4718,117.3333333,674,16.76190476,0.857142857,0.857142857,0.639577561,5,149597,1061.8,21371,151.6857143,0.714285714,0.714285714,0.461881219,3,0.428571429,1,4.6525,3,1
1,8,3761,50.75,417.8888889,5.638888889,0.888888889,0.888888889,0.513611059,7,122050,794.4285714,13561.11111,88.26984127,0.777777778,0.777777778,0.461801813,3,0.333333333,1,5.676,2,0
1,12,6637,114.1666667,474.0714286,8.154761905,0.857142857,0.928571429,1.204390664,12,231202,870.5833333,16514.42857,62.18452381,0.857142857,0.857142857,0.835470433,5,0.357142857,1,4.866,7,0
1,8,3450,82.125,383.3333333,9.125,0.888888889,0.888888889,0.479233081,7,110229,1235.142857,12247.66667,137.2380952,0.777777778,0.777777778,0.49615271,3,0.333333333,1,6.012,3,0
1,10,4350,98,395.4545455,8.909090909,0.909090909,0.909090909,0.761468208,9,144368,827.7777778,13124.36364,75.25252525,0.818181818,0.818181818,0.462556226,3,0.272727273,1,5.018571429,4,0
1,9,5329,86.44444444,484.4545455,7.858585859,0.818181818,0.909090909,0.92511987,9,195765,550.1111111,17796.81818,50.01010101,0.818181818,0.818181818,0.537788428,4,0.363636364,1,6.215714286,4,0
1,19,8709,77.10526316,435.45,3.855263158,0.95,0.95,1.508465826,18,309775,474.7222222,15488.75,23.73611111,0.9,0.9,0.843398989,7,0.35,1,6.329375,17,0
1,9,5152,102.2222222,515.2,10.22222222,0.9,0.9,0.830827114,8,174883,1493,17488.3,149.3,0.8,0.8,0.545121893,3,0.3,1,4.765,6,0
1,8,3642,90.375,404.6666667,10.04166667,0.888888889,0.888888889,0.8046915,7,134803,278.2857143,14978.11111,30.92063492,0.777777778,0.777777778,0.26509642,3,0.333333333,1,5.616666667,3,0
1,16,6250,86.9375,367.6470588,5.113970588,0.941176471,0.941176471,1.261835955,15,216370,794.4666667,12727.64706,46.73333333,0.882352941,0.882352941,0.802140031,5,0.294117647,1,5.544615385,12,0
1,13,5662,79.15384615,404.4285714,5.653846154,0.928571429,0.928571429,0.94350918,12,194141,763.5,13867.21429,54.53571429,0.857142857,0.857142857,0.744926891,5,0.357142857,1,6.56,9,0
1,5,3054,292.2,509,48.7,0.833333333,0.833333333,0.225247448,4,112557,4140.5,18759.5,690.0833333,0.666666667,0.666666667,0.169620431,0,0,1,2.323333333,1,1
1,7,3527,23.28571429,440.875,2.910714286,0.875,0.875,0.288232599,6,113181,519.5,14147.625,64.9375,0.75,0.75,0.174951715,2,0.25,1,6.4525,2,1
1,9,4422,93.88888889,442.2,9.388888889,0.9,0.9,0.873901894,8,147141,541.375,14714.1,54.1375,0.8,0.8,0.456144582,3,0.3,1,3.998333333,4,0
1,10,5859,86.5,532.6363636,7.863636364,0.909090909,0.909090909,0.648941279,9,201724,760.6666667,18338.54545,69.15151515,0.818181818,0.818181818,0.407514037,3,0.272727273,1,5.837142857,6,0
1,8,4838,65.75,537.5555556,7.305555556,0.888888889,0.888888889,0.703542652,7,162979,1429.285714,18108.77778,158.8095238,0.777777778,0.777777778,0.47513536,4,0.444444444,1,5.334,2,0
1,7,3993,96.28571429,499.125,12.03571429,0.875,0.875,0.315718623,6,130894,1286.833333,16361.75,160.8541667,0.75,0.75,0.390383904,2,0.25,1,6.3,2,1
1,6,3290,161.5,470,23.07142857,0.857142857,0.857142857,0.665837869,5,103867,3593,14838.14286,513.2857143,0.714285714,0.714285714,0.358452723,2,0.285714286,1,5.36,0,1
1,8,3826,71.5,425.1111111,7.944444444,0.888888889,0.888888889,0.505723499,7,141799,1073.571429,15755.44444,119.2857143,0.777777778,0.777777778,0.359995989,2,0.222222222,1,6.888333333,5,0
1,12,6600,27.58333333,507.6923077,2.121794872,0.923076923,0.923076923,0.580424483,11,229841,104,17680.07692,8,0.846153846,0.846153846,0.197148547,4,0.307692308,1,6.776666667,15,0
1,8,6041,281.625,671.2222222,31.29166667,0.888888889,0.888888889,-0.479769165,5,160729,1051.8,17858.77778,116.8666667,0.555555556,0.555555556,0.31984898,3,0.333333333,1,3.128,3,0
1,11,4973,43.45454545,414.4166667,3.621212121,0.916666667,0.916666667,0.822808837,10,168026,634.4,14002.16667,52.86666667,0.833333333,0.833333333,0.601935638,4,0.333333333,1,6.03125,6,0
1,13,6803,103.8461538,485.9285714,7.417582418,0.928571429,0.928571429,1.302194017,12,233417,1703.25,16672.64286,121.6607143,0.857142857,0.857142857,0.826601566,4,0.285714286,1,6.06,4,0
1,7,6973,313.2857143,871.625,39.16071429,0.875,0.875,-0.193950738,6,244174,2549.5,30521.75,318.6875,0.75,0.75,0.383808276,1,0.125,0,0.1325,6,1
1,5,3893,167,648.8333333,27.83333333,0.833333333,0.833333333,-0.157709497,4,127140,1291,21190,215.1666667,0.666666667,0.666666667,0.154601645,1,0.166666667,1,1.67,0,1
1,12,6814,81.5,524.1538462,6.269230769,0.923076923,0.923076923,1.04032991,11,230391,221.5454545,17722.38462,17.04195804,0.846153846,0.846153846,0.342373515,4,0.307692308,1,5.616666667,3,0
1,10,5776,119.5,525.0909091,10.86363636,0.909090909,0.909090909,0.956102786,9,194469,1574.444444,17679,143.1313131,0.818181818,0.818181818,0.727966331,4,0.363636364,1,5.34,5,0
1,3,2221,7.333333333,555.25,1.833333333,0.75,0.75,0.068957923,2,80882,4.5,20220.5,1.125,0.5,0.5,0.002877528,1,0.25,1,6.13,0,1
1,14,5818,85.57142857,387.8666667,5.704761905,0.933333333,0.933333333,1.27241426,13,200028,789.4615385,13335.2,52.63076923,0.866666667,0.866666667,0.783389706,6,0.4,1,5.993636364,7,0
1,10,5319,208.8,483.5454545,18.98181818,0.909090909,0.909090909,0.436251488,9,181200,1951.444444,16472.72727,177.4040404,0.818181818,0.818181818,0.817202372,5,0.454545455,1,4.585714286,1,0
1,8,3986,86.75,442.8888889,9.638888889,0.888888889,0.888888889,0.683316129,7,148373,641.5714286,16485.88889,71.28571429,0.777777778,0.777777778,0.422148276,4,0.444444444,1,6.025,4,0
1,12,6441,53.41666667,495.4615385,4.108974359,0.923076923,0.923076923,0.838391101,11,223792,172,17214.76923,13.23076923,0.846153846,0.846153846,0.275990151,4,0.307692308,1,6.003333333,10,0
1,11,6372,95.18181818,531,7.931818182,0.916666667,0.916666667,1.021745634,10,212621,231.2,17718.41667,19.26666667,0.833333333,0.833333333,0.327679758,5,0.416666667,1,5.616666667,3,0
1,8,4239,88.75,471,9.861111111,0.888888889,0.888888889,0.73173726,7,148626,739.7142857,16514,82.19047619,0.777777778,0.777777778,0.48701847,4,0.444444444,1,6.025,4,0
1,9,5700,85.33333333,570,8.533333333,0.9,0.9,0.74334439,8,214305,285.875,21430.5,28.5875,0.8,0.8,0.220465322,3,0.3,1,5.053333333,0,1
1,12,6542,97.66666667,503.2307692,7.512820513,0.923076923,0.923076923,1.006518293,11,230119,256.5454545,17701.46154,19.73426573,0.846153846,0.846153846,0.382085019,4,0.307692308,1,5.616666667,3,0
1,8,3681,57.625,409,6.402777778,0.888888889,0.888888889,0.537053322,7,118996,454.2857143,13221.77778,50.47619048,0.777777778,0.777777778,0.276128488,3,0.333333333,1,5.79,3,0
1,13,6672,82.15384615,476.5714286,5.868131868,0.928571429,0.928571429,0.921034836,12,232539,1097.5,16609.92857,78.39285714,0.857142857,0.857142857,0.720871377,4,0.285714286,1,6.321,11,0
1,8,4385,168.25,487.2222222,18.69444444,0.888888889,0.888888889,0.67462605,7,137193,1202,15243.66667,133.5555556,0.777777778,0.777777778,0.33878594,2,0.222222222,0,2.803333333,0,1
1,10,5577,161.9,507,14.71818182,0.909090909,0.909090909,0.949676346,9,191008,1662.111111,17364.36364,151.1010101,0.818181818,0.818181818,0.623684399,4,0.363636364,1,4.134285714,3,0
1,8,3836,80.625,426.2222222,8.958333333,0.888888889,0.888888889,0.644379252,7,124892,675.2857143,13876.88889,75.03174603,0.777777778,0.777777778,0.439242959,3,0.333333333,1,4.776,4,0
1,7,3455,77.71428571,431.875,9.714285714,0.875,0.875,0.653742572,6,124636,2043.166667,15579.5,255.3958333,0.75,0.75,0.479158523,3,0.375,1,4.8025,1,1
1,15,8550,86.53333333,534.375,5.408333333,0.9375,0.9375,1.449662252,14,303878,792.3571429,18992.375,49.52232143,0.875,0.875,0.853266412,4,0.25,1,5.526666667,13,0
1,8,4082,99.75,453.5555556,11.08333333,0.888888889,0.888888889,0.774297734,7,148469,841.1428571,16496.55556,93.46031746,0.777777778,0.777777778,0.535646387,4,0.444444444,1,6.025,4,0
1,13,5591,54.92307692,399.3571429,3.923076923,0.928571429,0.928571429,0.930271384,12,205611,362.1666667,14686.5,25.86904762,0.857142857,0.857142857,0.502556797,5,0.357142857,1,6.6,13,0
