,Name,Label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18
13,qxtzndfix,1,8,4383,424.5,487.0,47.166666666666664,0.8888888888888888,0.8888888888888888,0.9430389657475429,7,153927,12890.857142857143,17103.0,1432.3174603174602,0.7777777777777778,0.7777777777777778,0.7949407106751873,1,0.1111111111111111
14,krlaruy,1,6,2945,188.83333333333334,420.7142857142857,26.976190476190478,0.8571428571428571,0.8571428571428571,0.5608765932769357,5,81967,4238.0,11709.57142857143,605.4285714285714,0.7142857142857143,0.7142857142857143,0.3369223881342445,2,0.2857142857142857
15,csbotkorpo,1,9,4311,186.33333333333334,431.1,18.633333333333333,0.9,0.9,0.9012560541996943,8,141396,2877.875,14139.6,287.7875,0.8,0.8,0.49172945814031066,3,0.3
16,qggarce,1,6,1827,297.6666666666667,261.0,42.523809523809526,0.8571428571428571,0.8571428571428571,0.49859428336352385,5,66192,8736.0,9456.0,1248.0,0.7142857142857143,0.7142857142857143,0.2420810693790769,2,0.2857142857142857
17,ncasgzyz,1,7,3451,324.14285714285717,431.375,40.517857142857146,0.875,0.875,0.7764882666082739,6,95370,12116.666666666666,11921.25,1514.5833333333333,0.75,0.75,0.6015147242792619,1,0.125
18,xfwdzsdcxx,1,9,4845,511.22222222222223,484.5,51.12222222222222,0.9,0.9,1.372529010777757,8,149809,19384.25,14980.9,1938.425,0.8,0.8,1.1085445489934445,0,0.0
19,jqrknjsh,1,7,3593,486.57142857142856,449.125,60.82142857142857,0.875,0.875,0.877722382977042,6,110090,15159.833333333334,13761.25,1894.9791666666667,0.75,0.75,0.7520751952657122,0,0.0
20,dfcievjf,1,7,2037,416.85714285714283,254.625,52.107142857142854,0.875,0.875,0.8366280439914813,6,64009,13743.166666666666,8001.125,1717.8958333333333,0.75,0.75,0.5785068607007235,2,0.25
21,nfzeljo,1,6,2620,357.1666666666667,374.2857142857143,51.023809523809526,0.8571428571428571,0.8571428571428571,0.7177290903198363,5,85872,9496.8,12267.42857142857,1356.685714285714,0.7142857142857143,0.7142857142857143,0.5969651340021623,2,0.2857142857142857
22,jrtkrtkp,1,5,3952,505.6,494.0,63.2,0.625,0.875,0.6725209107467814,5,134996,14077.4,16874.5,1759.675,0.625,0.75,0.6891795381332544,0,0.0
23,izdfgwe,1,6,2693,396.6666666666667,384.7142857142857,56.66666666666667,0.8571428571428571,0.8571428571428571,0.8487623038029684,5,70231,11721.6,10033.0,1674.5142857142857,0.7142857142857143,0.7142857142857143,0.6624735318904962,2,0.2857142857142857
24,vkdjisc,1,6,2678,361.8333333333333,382.57142857142856,51.69047619047619,0.8571428571428571,0.8571428571428571,0.7561650846565652,5,75513,11376.8,10787.57142857143,1625.2571428571428,0.7142857142857143,0.7142857142857143,0.5729040654395232,1,0.14285714285714285
25,klvupgfm,1,7,3441,416.57142857142856,430.125,52.07142857142857,0.875,0.875,1.047124228342711,6,122901,14909.333333333334,15362.625,1863.6666666666667,0.75,0.75,0.8021715248532191,1,0.125
26,zfeph,1,4,1897,314.0,379.4,62.8,0.8,0.8,0.47904642980724355,3,50037,7053.333333333333,10007.4,1410.6666666666665,0.6,0.6,0.30683841256768035,1,0.2
27,dcfpdhlq,1,7,1814,478.2857142857143,226.75,59.785714285714285,0.875,0.875,1.0600147599634164,6,52237,12809.0,6529.625,1601.125,0.75,0.75,0.8292235961783339,0,0.0
28,hrqnicvgt,1,8,3530,433.0,392.22222222222223,48.111111111111114,0.8888888888888888,0.8888888888888888,0.9936596662028194,7,124542,11914.285714285714,13838.0,1323.8095238095239,0.7777777777777778,0.7777777777777778,0.8747392387796696,1,0.1111111111111111
29,gsmof,1,4,1953,167.75,390.6,33.55,0.8,0.8,0.4168661940185132,3,53690,3223.3333333333335,10738.0,644.6666666666667,0.6,0.6,0.20656424551818436,1,0.2
30,cszodpqcv,1,8,3732,489.75,414.6666666666667,54.416666666666664,0.8888888888888888,0.8888888888888888,1.065589326886493,7,137929,13965.57142857143,15325.444444444445,1551.7301587301588,0.7777777777777778,0.7777777777777778,0.9067619100961468,1,0.1111111111111111
31,yibobh,1,5,1860,263.0,310.0,43.833333333333336,0.8333333333333334,0.8333333333333334,0.6169376371264188,4,68807,5736.0,11467.833333333334,956.0,0.6666666666666666,0.6666666666666666,0.3824994578162573,2,0.3333333333333333
32,ldstshwdvd,1,9,4759,281.44444444444446,475.9,28.144444444444446,0.9,0.9,1.0041191989557703,8,150181,7045.75,15018.1,704.575,0.8,0.8,0.6939259632691146,0,0.0
33,umsivq,1,5,3082,350.4,513.6666666666666,58.4,0.8333333333333334,0.8333333333333334,0.44624892187691556,4,86061,10820.75,14343.5,1803.4583333333333,0.6666666666666666,0.6666666666666666,0.3264780813635107,2,0.3333333333333333
34,yrtaawma,1,7,3649,223.71428571428572,456.125,27.964285714285715,0.875,0.875,0.6831115023001986,6,121127,5714.833333333333,15140.875,714.3541666666666,0.75,0.75,0.5542796249911667,3,0.375
35,bbebdzmjq,1,8,2207,482.125,245.22222222222223,53.56944444444444,0.8888888888888888,0.8888888888888888,1.0519093374026163,7,70035,18314.714285714286,7781.666666666667,2034.968253968254,0.7777777777777778,0.7777777777777778,0.7370526434243956,1,0.1111111111111111
36,upiaxbm,1,6,2611,280.0,373.0,40.0,0.8571428571428571,0.8571428571428571,0.7095975987582327,5,97139,8240.6,13877.0,1177.2285714285715,0.7142857142857143,0.7142857142857143,0.5131503541252412,3,0.42857142857142855
37,lxeotbvs,1,7,3641,406.0,455.125,50.75,0.875,0.875,0.9472344852315934,6,107167,10715.0,13395.875,1339.375,0.75,0.75,0.7302208750327981,2,0.25
38,kncuratgal,1,9,3403,145.33333333333334,340.3,14.533333333333335,0.9,0.9,0.7039531004086829,8,128637,3607.5,12863.7,360.75,0.8,0.8,0.4296713272560002,3,0.3
39,dfzsrrpxtfa,1,10,5740,417.6,521.8181818181819,37.96363636363637,0.9090909090909091,0.9090909090909091,1.385875569236428,9,210668,16680.777777777777,19151.636363636364,1516.4343434343434,0.8181818181818182,0.8181818181818182,1.2593917881854064,1,0.09090909090909091
40,mxxnjxtm,1,7,4765,500.7142857142857,595.625,62.589285714285715,0.875,0.875,1.017017346887105,6,153017,20433.166666666668,19127.125,2554.1458333333335,0.75,0.75,0.8343139679294685,0,0.0
41,sogmvksv,1,7,3871,346.7142857142857,483.875,43.339285714285715,0.875,0.875,0.9141937041324609,6,120136,10188.333333333334,15017.0,1273.5416666666667,0.75,0.75,0.7857790774815259,1,0.125
42,comfhluem,1,8,2943,250.125,327.0,27.791666666666668,0.8888888888888888,0.8888888888888888,0.8449001885502626,7,105376,7771.285714285715,11708.444444444445,863.4761904761905,0.7777777777777778,0.7777777777777778,0.6308405909746051,3,0.3333333333333333
43,rgszatuahpt,1,10,4965,249.6,451.3636363636364,22.69090909090909,0.9090909090909091,0.9090909090909091,1.1977730763526955,9,166040,6516.0,15094.545454545454,592.3636363636364,0.8181818181818182,0.8181818181818182,0.8713746001855502,3,0.2727272727272727
44,gvegzfe,1,6,2617,403.8333333333333,373.85714285714283,57.69047619047619,0.8571428571428571,0.8571428571428571,0.7277946616708407,5,91895,12543.6,13127.857142857143,1791.9428571428573,0.7142857142857143,0.7142857142857143,0.6608297882692228,2,0.2857142857142857
45,dprqrus,1,6,3453,348.1666666666667,493.2857142857143,49.73809523809524,0.8571428571428571,0.8571428571428571,0.6889152021717566,5,101515,16258.6,14502.142857142857,2322.657142857143,0.7142857142857143,0.7142857142857143,0.5367646765229476,1,0.14285714285714285
46,urwblatof,1,8,4049,177.125,449.8888888888889,19.680555555555557,0.8888888888888888,0.8888888888888888,0.6636677809081496,7,133231,6319.142857142857,14803.444444444445,702.1269841269841,0.7777777777777778,0.7777777777777778,0.4848502778068973,3,0.3333333333333333
47,iajsbqbw,1,7,2088,503.57142857142856,261.0,62.94642857142857,0.875,0.875,0.9146432951856289,6,76871,18582.166666666668,9608.875,2322.7708333333335,0.75,0.75,0.734684640952576,2,0.25
48,ircdinhq,1,7,2277,227.0,284.625,28.375,0.875,0.875,0.6803013797973967,6,75599,4276.5,9449.875,534.5625,0.75,0.75,0.441802513375354,2,0.25
49,fnhejmnkcj,1,9,2938,420.6666666666667,293.8,42.06666666666667,0.9,0.9,1.2418611118786298,8,108146,11954.625,10814.6,1195.4625,0.8,0.8,1.0114063006281258,1,0.1
50,ktsjrgqqmna,1,10,5304,500.3,482.1818181818182,45.481818181818184,0.9090909090909091,0.9090909090909091,1.2693438109794815,9,182516,18208.333333333332,16592.363636363636,1655.3030303030303,0.8181818181818182,0.8181818181818182,1.2388106208420866,1,0.09090909090909091
51,ttrka,1,4,2520,126.5,504.0,25.3,0.8,0.8,0.35619356864436735,3,81198,2904.6666666666665,16239.6,580.9333333333333,0.6,0.6,0.19226419571841497,1,0.2
52,nzmtexzuthx,1,10,6533,395.8,593.9090909090909,35.981818181818184,0.9090909090909091,0.9090909090909091,1.1328449247700678,9,237053,12382.888888888889,21550.272727272728,1125.7171717171716,0.8181818181818182,0.8181818181818182,0.9517692411019324,2,0.18181818181818182
53,zgyeqvurve,1,9,5994,418.22222222222223,599.4,41.82222222222222,0.9,0.9,1.0967861926551865,8,197089,15926.375,19708.9,1592.6375,0.8,0.8,0.8434040908974008,3,0.3
54,bfuqnb,1,5,2150,541.4,358.3333333333333,90.23333333333333,0.8333333333333334,0.8333333333333334,0.7083808126133714,4,62754,14964.0,10459.0,2494.0,0.6666666666666666,0.6666666666666666,0.5982359630161727,1,0.16666666666666666
55,xsuokdjn,1,7,3780,425.57142857142856,472.5,53.19642857142857,0.875,0.875,0.9930589510350805,6,129959,12809.833333333334,16244.875,1601.2291666666667,0.75,0.75,0.8061019276279393,2,0.25
56,zyvilzuk,1,7,5218,376.14285714285717,652.25,47.017857142857146,0.875,0.875,0.9083405068417288,6,168859,7280.333333333333,21107.375,910.0416666666666,0.75,0.75,0.6169961950150121,2,0.25
57,hjnfkvlq,1,7,2980,615.7142857142857,372.5,76.96428571428571,0.875,0.875,1.0409351159604887,6,96564,25132.333333333332,12070.5,3141.5416666666665,0.75,0.75,0.8800648550517843,0,0.0
58,ardyfm,1,5,1928,261.4,321.3333333333333,43.56666666666666,0.8333333333333334,0.8333333333333334,0.5618734193292282,4,65446,6539.25,10907.666666666666,1089.875,0.6666666666666666,0.6666666666666666,0.3755074300589706,1,0.16666666666666666
59,ppmyh,1,4,2570,305.25,514.0,61.05,0.8,0.8,0.542222163373383,3,62632,6044.333333333333,12526.4,1208.8666666666666,0.6,0.6,0.30841622037925315,0,0.0
60,gsmvwbym,1,7,4069,432.2857142857143,508.625,54.035714285714285,0.875,0.875,0.9973995563259679,6,119342,20064.833333333332,14917.75,2508.1041666666665,0.75,0.75,0.7071191911047731,0,0.0
61,fofokexfa,1,7,3123,220.85714285714286,347.0,24.53968253968254,0.7777777777777778,0.8888888888888888,0.736623463624614,7,111218,5477.571428571428,12357.555555555555,608.6190476190476,0.7777777777777778,0.7777777777777778,0.6538320807060479,4,0.4444444444444444
62,vqckffn,1,6,2299,576.8333333333334,328.42857142857144,82.40476190476191,0.8571428571428571,0.8571428571428571,0.7522703731136117,5,79460,18282.0,11351.42857142857,2611.714285714286,0.7142857142857143,0.7142857142857143,0.6167635424359978,0,0.0
63,epgavq,1,5,1811,413.6,301.8333333333333,68.93333333333334,0.8333333333333334,0.8333333333333334,0.5066951682598112,4,37743,8828.25,6290.5,1471.375,0.6666666666666666,0.6666666666666666,0.4811916486728396,2,0.3333333333333333
64,nmccmrikjwx,1,10,4193,436.6,381.1818181818182,39.690909090909095,0.9090909090909091,0.9090909090909091,1.288812742924823,9,126426,12366.777777777777,11493.272727272728,1124.2525252525252,0.8181818181818182,0.8181818181818182,1.0377961454713753,1,0.09090909090909091
65,nxroqtenedm,1,10,4923,309.5,447.54545454545456,28.136363636363637,0.9090909090909091,0.9090909090909091,0.8945386815183936,9,182017,9440.111111111111,16547.0,858.1919191919192,0.8181818181818182,0.8181818181818182,0.7505977780157174,3,0.2727272727272727
66,sfazv,1,4,1879,355.0,375.8,71.0,0.8,0.8,0.5121060574420158,3,34401,5599.666666666667,6880.2,1119.9333333333334,0.6,0.6,0.28614872112346645,1,0.2
67,chziwopnwmj,1,10,5477,393.0,497.90909090909093,35.72727272727273,0.9090909090909091,0.9090909090909091,1.2980257945285356,9,190225,11270.222222222223,17293.18181818182,1024.5656565656566,0.8181818181818182,0.8181818181818182,1.2018740346677028,2,0.18181818181818182
68,dykgvdf,1,6,2621,496.1666666666667,374.42857142857144,70.88095238095238,0.8571428571428571,0.8571428571428571,0.9264303125328183,5,94898,22486.6,13556.857142857143,3212.371428571428,0.7142857142857143,0.7142857142857143,0.6797392581648398,0,0.0
69,rzanzbzeh,1,8,4288,364.625,476.44444444444446,40.513888888888886,0.8888888888888888,0.8888888888888888,1.0265418857317288,7,156680,8281.285714285714,17408.88888888889,920.1428571428571,0.7777777777777778,0.7777777777777778,0.7471680935469762,2,0.2222222222222222
70,oiaovlx,1,6,2667,332.5,381.0,47.5,0.8571428571428571,0.8571428571428571,0.7134297216036931,5,84434,10093.2,12062.0,1441.8857142857144,0.7142857142857143,0.7142857142857143,0.5420768821410807,4,0.5714285714285714
71,nlsfs,1,4,1842,267.75,368.4,53.55,0.8,0.8,0.511771688659867,3,61984,8488.333333333334,12396.8,1697.6666666666667,0.6,0.6,0.37136966638380736,0,0.0
72,auoklycemau,1,9,3813,210.33333333333334,346.6363636363636,19.12121212121212,0.8181818181818182,0.9090909090909091,0.9257913121770613,9,143860,4426.111111111111,13078.181818181818,402.3737373737374,0.8181818181818182,0.8181818181818182,0.7075275113835606,6,0.5454545454545454
73,dndpghmn,1,7,2318,333.2857142857143,289.75,41.660714285714285,0.875,0.875,0.9428391272787597,6,70058,10146.166666666666,8757.25,1268.2708333333333,0.75,0.75,0.7668053945037301,0,0.0
74,etbzeprm,1,7,3330,231.14285714285714,416.25,28.892857142857142,0.875,0.875,0.7423045034968229,6,101350,7569.166666666667,12668.75,946.1458333333334,0.75,0.75,0.6027866061210534,2,0.25
75,vqtoofuzss,1,9,5934,398.44444444444446,593.4,39.84444444444445,0.9,0.9,0.9256569446799668,8,198615,10612.25,19861.5,1061.225,0.8,0.8,0.8846442603587577,3,0.3
76,ybpospfcfb,1,9,3847,340.22222222222223,384.7,34.022222222222226,0.9,0.9,1.1482760919871013,8,138669,11535.625,13866.9,1153.5625,0.8,0.8,0.7840849335529865,1,0.1
77,frbixbri,1,7,2818,228.85714285714286,352.25,28.607142857142858,0.875,0.875,0.7694328260623471,6,82030,6303.166666666667,10253.75,787.8958333333334,0.75,0.75,0.5764696241017416,2,0.25
78,gjikaibu,1,7,1659,258.2857142857143,207.375,32.285714285714285,0.875,0.875,0.8191377501027693,6,60625,3836.3333333333335,7578.125,479.5416666666667,0.75,0.75,0.4401189812062595,4,0.5
79,piwpfoydpq,1,9,4729,414.22222222222223,472.9,41.422222222222224,0.9,0.9,1.2005593213414067,8,157214,11703.125,15721.4,1170.3125,0.8,0.8,1.0776355366915862,2,0.2
80,wlzhlzxo,1,6,4835,677.3333333333334,604.375,84.66666666666667,0.75,0.875,0.9125036614047737,6,149831,26051.5,18728.875,3256.4375,0.75,0.75,0.8242933800401591,1,0.125
81,zmewtbuo,1,7,4013,301.85714285714283,501.625,37.732142857142854,0.875,0.875,0.8516308754581039,6,122902,8002.166666666667,15362.75,1000.2708333333334,0.75,0.75,0.6242903885677964,3,0.375
82,kfrhuaax,1,7,2321,301.2857142857143,290.125,37.660714285714285,0.875,0.875,0.9593517213886615,6,87131,9104.5,10891.375,1138.0625,0.75,0.75,0.6879976040270046,3,0.375
83,xudpe,1,4,2364,293.0,472.8,58.6,0.8,0.8,0.5008442858914848,3,67893,11385.333333333334,13578.6,2277.0666666666666,0.6,0.6,0.36985670733064346,2,0.4
84,wqsmpo,1,5,3234,467.0,539.0,77.83333333333333,0.8333333333333334,0.8333333333333334,0.4979536415487191,4,100573,16864.5,16762.166666666668,2810.75,0.6666666666666666,0.6666666666666666,0.39893250670599156,1,0.16666666666666666
85,bvkkpnmgw,1,8,3461,496.25,384.55555555555554,55.138888888888886,0.8888888888888888,0.8888888888888888,1.2473252951052631,7,121809,17998.14285714286,13534.333333333334,1999.793650793651,0.7777777777777778,0.7777777777777778,1.0445884327179311,0,0.0
86,sozyukwc,1,7,5178,387.2857142857143,647.25,48.410714285714285,0.875,0.875,1.0010965635355638,6,164763,10195.166666666666,20595.375,1274.3958333333333,0.75,0.75,0.7600220604173953,2,0.25
87,mbhsocfk,1,7,2306,353.0,288.25,44.125,0.875,0.875,0.9076781190958783,6,79824,9752.666666666666,9978.0,1219.0833333333333,0.75,0.75,0.6626445400139171,1,0.125
88,manwaw,1,5,1848,160.8,308.0,26.8,0.8333333333333334,0.8333333333333334,0.4107376091560221,4,69259,3594.0,11543.166666666666,599.0,0.6666666666666666,0.6666666666666666,0.257115948684842,2,0.3333333333333333
89,gsvwzjxrt,1,8,5520,616.0,613.3333333333334,68.44444444444444,0.8888888888888888,0.8888888888888888,1.0200468632361015,7,184329,29148.428571428572,20481.0,3238.714285714286,0.7777777777777778,0.7777777777777778,0.8522259305247086,0,0.0
90,wnlcnpno,1,7,3470,292.7142857142857,433.75,36.589285714285715,0.875,0.875,0.9232190997341772,6,112364,8104.0,14045.5,1013.0,0.75,0.75,0.674986592569299,1,0.125
91,ssoda,1,4,2053,88.25,410.6,17.65,0.8,0.8,0.2955219856169421,3,73550,1463.6666666666667,14710.0,292.73333333333335,0.6,0.6,0.11637228116654741,2,0.4
92,pglseerbncn,1,10,3557,227.1,323.3636363636364,20.645454545454545,0.9090909090909091,0.9090909090909091,1.040994632109238,9,131496,5135.333333333333,11954.181818181818,466.8484848484848,0.8181818181818182,0.8181818181818182,0.746298283885245,2,0.18181818181818182
93,rellcezvxay,1,10,4619,301.5,419.90909090909093,27.40909090909091,0.9090909090909091,0.9090909090909091,0.9648919145025657,9,174360,13541.555555555555,15850.90909090909,1231.050505050505,0.8181818181818182,0.8181818181818182,0.7351490982497533,3,0.2727272727272727
94,pojoakty,1,7,3175,212.0,396.875,26.5,0.875,0.875,0.8135343429515758,6,92118,5189.0,11514.75,648.625,0.75,0.75,0.5499536070409553,3,0.375
95,nykfnqjd,1,7,3507,633.5714285714286,438.375,79.19642857142857,0.875,0.875,0.9744043234605995,6,119952,24504.0,14994.0,3063.0,0.75,0.75,0.8214959643192122,0,0.0
96,uzhacnbmxhi,1,10,4288,352.1,389.8181818181818,32.00909090909091,0.9090909090909091,0.9090909090909091,1.2697617115192252,9,152234,8023.777777777777,13839.454545454546,729.4343434343434,0.8181818181818182,0.8181818181818182,1.019390281460475,3,0.2727272727272727
97,oqgkooho,1,7,3166,420.57142857142856,395.75,52.57142857142857,0.875,0.875,0.7893054702529043,6,109473,15343.166666666666,13684.125,1917.8958333333333,0.75,0.75,0.5460029943117786,4,0.5
98,dmdlpknw,1,7,2639,382.0,329.875,47.75,0.875,0.875,1.0532539686120317,6,80488,14536.5,10061.0,1817.0625,0.75,0.75,0.7973518855240067,0,0.0
99,sbhpzn,1,5,2574,501.0,429.0,83.5,0.8333333333333334,0.8333333333333334,0.7598514707654376,4,61092,20400.25,10182.0,3400.0416666666665,0.6666666666666666,0.6666666666666666,0.5320968909400183,0,0.0
100,vessyx,1,5,3322,220.2,553.6666666666666,36.699999999999996,0.8333333333333334,0.8333333333333334,0.4230649867488172,4,90603,4864.25,15100.5,810.7083333333334,0.6666666666666666,0.6666666666666666,0.23936154440737026,1,0.16666666666666666
101,qlrhxzorl,1,8,5073,481.0,563.6666666666666,53.44444444444444,0.8888888888888888,0.8888888888888888,0.9917060509505898,7,167625,17053.85714285714,18625.0,1894.8730158730157,0.7777777777777778,0.7777777777777778,0.8455143467207441,1,0.1111111111111111
102,uztmxpab,1,7,4434,340.85714285714283,554.25,42.607142857142854,0.875,0.875,0.8951022718150834,6,168264,12641.0,21033.0,1580.125,0.75,0.75,0.7656410842887689,2,0.25
103,bexbfrjsblx,1,10,3542,375.3,322.0,34.11818181818182,0.9090909090909091,0.9090909090909091,1.314905779465633,9,117575,11878.444444444445,10688.636363636364,1079.858585858586,0.8181818181818182,0.8181818181818182,1.1372488553608573,1,0.09090909090909091
104,huypqyxzvpd,1,10,7416,640.4,674.1818181818181,58.21818181818182,0.9090909090909091,0.9090909090909091,1.3445683451673047,9,259829,27053.444444444445,23620.81818181818,2459.4040404040406,0.8181818181818182,0.8181818181818182,1.1266068314726974,1,0.09090909090909091
105,dexwocvrhc,1,9,4415,340.1111111111111,441.5,34.011111111111106,0.9,0.9,1.1015289088637998,8,157360,11187.375,15736.0,1118.7375,0.8,0.8,1.0291702185487421,2,0.2
106,ylefckks,1,7,2575,255.85714285714286,321.875,31.982142857142858,0.875,0.875,0.8136384628915094,6,82515,6763.833333333333,10314.375,845.4791666666666,0.75,0.75,0.6034010105040368,1,0.125
107,qpjufd,1,5,2527,585.6,421.1666666666667,97.60000000000001,0.8333333333333334,0.8333333333333334,0.74263215170683,4,88543,22179.75,14757.166666666666,3696.625,0.6666666666666666,0.6666666666666666,0.544997537256237,1,0.16666666666666666
108,utemcodre,1,8,3541,107.375,393.44444444444446,11.930555555555555,0.8888888888888888,0.8888888888888888,0.5577920288701932,7,109617,1670.4285714285713,12179.666666666666,185.60317460317458,0.7777777777777778,0.7777777777777778,0.29304823783482603,4,0.4444444444444444
109,iaciiwpte,1,8,3202,225.875,355.77777777777777,25.09722222222222,0.8888888888888888,0.8888888888888888,0.8027210188167461,7,93869,6878.0,10429.888888888889,764.2222222222222,0.7777777777777778,0.7777777777777778,0.6514512138906027,5,0.5555555555555556
110,ztume,1,4,2947,225.5,589.4,45.1,0.8,0.8,0.3847790555975414,3,94393,4314.0,18878.6,862.8,0.6,0.6,0.22514433790036253,2,0.4
111,kdsgudujpxe,1,10,4957,393.0,450.6363636363636,35.72727272727273,0.9090909090909091,0.9090909090909091,1.3889543912685711,9,154749,12861.444444444445,14068.09090909091,1169.2222222222224,0.8181818181818182,0.8181818181818182,1.1281132972658618,3,0.2727272727272727
112,xmlkk,1,4,2175,455.75,435.0,91.15,0.8,0.8,0.6238116460580239,3,67712,13488.333333333334,13542.4,2697.666666666667,0.6,0.6,0.42601472836343746,0,0.0
113,ubwcrkp,1,6,2809,347.1666666666667,401.2857142857143,49.595238095238095,0.8571428571428571,0.8571428571428571,0.7924581038538268,5,91575,10561.4,13082.142857142857,1508.7714285714285,0.7142857142857143,0.7142857142857143,0.6472068176289877,1,0.14285714285714285
114,amkdzrni,1,7,3135,367.14285714285717,391.875,45.892857142857146,0.875,0.875,0.8303159487663387,6,99870,16458.333333333332,12483.75,2057.2916666666665,0.75,0.75,0.6735691222649538,2,0.25
115,vmlwkoj,1,6,3504,449.1666666666667,500.57142857142856,64.16666666666667,0.8571428571428571,0.8571428571428571,0.8976433400601112,5,112437,13702.2,16062.42857142857,1957.457142857143,0.7142857142857143,0.7142857142857143,0.7346758203219946,1,0.14285714285714285
116,icqqxroz,1,7,3768,556.8571428571429,471.0,69.60714285714286,0.875,0.875,0.7194785964063963,6,121869,15018.166666666666,15233.625,1877.2708333333333,0.75,0.75,0.8106872296548926,2,0.25
117,sdpellguhlf,1,10,4131,260.5,375.54545454545456,23.681818181818183,0.9090909090909091,0.9090909090909091,1.1928206068641123,9,140623,7932.111111111111,12783.90909090909,721.1010101010102,0.8181818181818182,0.8181818181818182,0.8760290639695854,2,0.18181818181818182
118,rthgys,1,5,2853,234.2,475.5,39.03333333333333,0.8333333333333334,0.8333333333333334,0.5286839838485389,4,72943,6995.5,12157.166666666666,1165.9166666666667,0.6666666666666666,0.6666666666666666,0.38378290407684695,0,0.0
119,faiizvbnk,1,8,3172,367.0,352.44444444444446,40.77777777777778,0.8888888888888888,0.8888888888888888,1.03185258547117,7,101173,14537.42857142857,11241.444444444445,1615.2698412698412,0.7777777777777778,0.7777777777777778,0.7919181427749558,3,0.3333333333333333
120,gisrqwde,1,7,3515,377.42857142857144,439.375,47.17857142857143,0.875,0.875,0.7505045890198739,6,128906,19117.0,16113.25,2389.625,0.75,0.75,0.5762873658559335,2,0.25
121,uaqxld,1,5,2718,540.0,453.0,90.0,0.8333333333333334,0.8333333333333334,0.6204179263491947,4,87153,25772.5,14525.5,4295.416666666667,0.6666666666666666,0.6666666666666666,0.6026986237992734,2,0.3333333333333333
122,fjhmedbu,1,7,1621,354.42857142857144,202.625,44.30357142857143,0.875,0.875,0.7929462208422565,6,59181,6988.166666666667,7397.625,873.5208333333334,0.75,0.75,0.5170440931451594,2,0.25
